"","(Intercept)","as.Date(sire_birth_date)","kept_markers_adjusted","sire_age_at_collection","I(sire_age_at_collection^2)","sire_breeding_window","sire_jersey_propn","as.Date(sire_birth_date):kept_markers_adjusted","as.Date(sire_birth_date):sire_age_at_collection","as.Date(sire_birth_date):sire_breeding_window","as.Date(sire_birth_date):sire_jersey_propn","kept_markers_adjusted:sire_age_at_collection","kept_markers_adjusted:sire_breeding_window","kept_markers_adjusted:sire_jersey_propn","sire_age_at_collection:sire_breeding_window","sire_age_at_collection:sire_jersey_propn","sire_breeding_window:sire_jersey_propn","df","logLik","AICc","delta","weight"
"120",0.865421254714875,1.2444802943794e-05,0.000444553097808293,1.59677274416851e-05,NA,3.18547713734584e-06,-0.0615337680623084,-2.85982878865371e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26514.3925768207,-53006.7823325258,80.2192270852247,3.75556945632025e-18
"16952",1.04825556290135,-5.03346433704565e-07,4.10064898110705e-05,1.01509823458177e-05,NA,3.40718824870461e-06,-0.238580535757517,NA,NA,NA,1.23729389061008e-05,NA,NA,NA,NA,1.51099943762593e-05,NA,12,26515.1765238461,-53006.3497136108,80.6518460002626,3.02505861759982e-18
"4144",0.971505991558102,5.26435211183012e-06,1.30217449986972e-05,2.5902918609036e-05,-3.11778465789827e-09,NA,-0.0810666950420833,NA,NA,NA,NA,NA,NA,7.30257588809138e-05,NA,NA,NA,11,26514.1038782905,-53006.2049354654,80.7966241456961,2.81381551346837e-18
"62",0.962433208698902,6.12730996376003e-06,NA,2.60964216635565e-05,-3.09313671998307e-09,2.78111269690619e-06,-0.0633673198092494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26512.8430628477,-53005.6837747909,81.3177848201522,2.16833818123959e-18
"560",1.02707257539969,5.59701419985608e-07,4.04482625129017e-05,2.61003847541922e-05,-3.20079902933359e-09,NA,-0.187714024043514,NA,NA,NA,9.33004223530303e-06,NA,NA,NA,NA,NA,NA,11,26513.8288894099,-53005.6549577042,81.3466019068946,2.1373195895094e-18
"33847",1.0484833668297,NA,-2.68068528477917e-06,3.93332927371171e-07,NA,3.17835033833795e-06,-0.0618553252787947,NA,NA,NA,NA,5.28252173089559e-08,NA,NA,NA,NA,-3.25527808920511e-06,11,26513.7279020063,-53005.452982897,81.5485767140926,1.93201811511326e-18
"22583",1.05917806672886,NA,-3.27371123020526e-05,1.06199303803021e-05,NA,-1.39157186919805e-05,-0.0893750671176578,NA,NA,NA,NA,NA,5.99904458535937e-08,7.89527692795537e-05,NA,9.06345380620472e-06,NA,12,26514.6928173587,-53005.3823006361,81.6192589749844,1.86493086304092e-18
"20527",1.04196534633896,NA,1.63411991772931e-05,1.9541774125241e-05,-2.42443197519529e-09,NA,-0.0860367865089448,NA,NA,NA,NA,NA,NA,6.95266623072668e-05,NA,8.09652006762962e-06,NA,11,26513.5011700649,-53004.9995190141,82.0020405969917,1.54007816348836e-18
"6200",0.98994276158401,5.06266780428281e-06,-3.50172715442876e-05,1.50873667772852e-05,NA,-1.19805038205836e-05,-0.0833189889921912,NA,NA,NA,NA,NA,5.85419075612991e-08,8.28181581644311e-05,NA,NA,NA,12,26514.4975291511,-53004.9917242208,82.0098353902285,1.53408754954412e-18
"33334",1.03639701567415,9.4427114800102e-07,NA,1.68402993295579e-05,NA,1.42824350016473e-06,-0.198019422940758,NA,NA,NA,9.88431173699891e-06,NA,NA,NA,NA,NA,5.43658701283612e-06,11,26513.4623540597,-53004.9218870038,82.0796726072949,1.48144381883168e-18
"8246",0.965876792580944,6.06794477607927e-06,NA,1.87349177931079e-05,NA,4.01281361016109e-06,-0.0633440741512846,NA,NA,NA,NA,NA,NA,NA,-9.67136402794552e-10,NA,NA,10,26511.9144483402,-53003.8265457758,83.175013835229,8.56712020907159e-19
"16445",1.04475661968729,NA,NA,1.97872115364978e-05,-2.44645238598218e-09,1.17675747216076e-06,-0.0692309304814639,NA,NA,NA,NA,NA,NA,NA,NA,8.7002493008689e-06,NA,10,26511.6168547515,-53003.2313585985,83.7702010125577,6.36196986030994e-19
"4664",1.03187822846501,8.95575009331119e-07,1.63546541053249e-05,1.62063356228577e-05,NA,3.32951439289715e-06,-0.195710994594177,NA,NA,NA,8.69381408411298e-06,NA,NA,6.56295419387269e-05,NA,NA,NA,12,26513.5267724638,-53003.0502108461,83.9513487649238,5.81106686514726e-19
"24629",1.05112245797039,NA,NA,7.78654969328092e-06,NA,2.8269556851326e-07,-0.0697929410951343,NA,NA,NA,NA,NA,NA,NA,2.2575932762111e-09,9.74880593378317e-06,NA,10,26511.4743671462,-53002.9463833879,84.0551762231335,5.517089465955e-19
"4264",0.976767984079662,5.15923583876761e-06,1.3296200989704e-05,1.89967301966542e-05,NA,NA,-0.081099713688488,NA,-1.80141057775034e-10,NA,NA,NA,NA,7.32449700076412e-05,NA,NA,NA,11,26512.3149213889,-53002.6270216622,84.3745379488391,4.70285413757356e-19
"4147",1.05054249618936,NA,2.20863282956783e-05,NA,NA,9.02905864980787e-06,-0.0805179540672495,NA,NA,NA,NA,NA,NA,7.31333788653346e-05,NA,NA,NA,9,26510.313016085,-53002.6241087231,84.3774508879505,4.69600955936711e-19
"3127",1.04833615073371,NA,-8.24163673480042e-07,1.46075884254117e-05,NA,-1.3278691481253e-05,-0.0632794707082365,NA,NA,NA,NA,-1.00642135880985e-09,5.71387383271764e-08,NA,NA,NA,NA,11,26512.1573140006,-53002.3118068856,84.6897527255132,4.01710783381777e-19
"182",0.969329474497841,5.89158734867468e-06,NA,1.72042267094688e-05,NA,3.37921630942352e-06,-0.063326185475631,NA,-2.54421606943938e-11,NA,NA,NA,NA,NA,NA,NA,NA,10,26511.0750771859,-53002.1478034672,84.8537561438789,3.70084247693401e-19
"5167",1.0541729494672,NA,-3.19943648770456e-05,7.79494275940342e-06,-2.49793948929469e-09,NA,-0.0827125377974637,NA,NA,NA,NA,5.37490311415722e-08,NA,7.70107257823958e-05,NA,NA,NA,11,26512.0751159476,-53002.1474107796,84.8541488314877,3.70011591077325e-19
"17000",0.958011782357162,5.99461391496335e-06,0.000408440893776646,1.04424379509523e-05,NA,NA,-0.227266787360298,-2.59732580533246e-08,NA,NA,1.15513407205406e-05,NA,NA,NA,NA,1.5003932071217e-05,NA,12,26513.0741797506,-53002.1450254197,84.8565341913345,3.69570548744669e-19
"5672",1.05446962448796,2.39657068844683e-07,-2.73332297088438e-05,2.24309934723824e-06,NA,NA,-0.192257694494439,NA,NA,NA,8.35351582808463e-06,5.06394241787776e-08,NA,6.89801864525545e-05,NA,NA,NA,12,26513.0642719008,-53002.1252097203,84.8763498907574,3.65926979066337e-19
"49206",0.969352449308184,6.01761681376662e-06,NA,1.22348367350718e-05,NA,7.27522379627578e-06,-0.0673100977973241,NA,NA,NA,NA,NA,NA,NA,NA,1.16638907991689e-05,-1.02160445386036e-05,11,26512.0541798327,-53002.1055385498,84.8960210612422,3.62345514841721e-19
"680",1.02984778410585,6.43137143510206e-07,4.08538675068776e-05,2.06487769784664e-05,NA,NA,-0.187341275765694,NA,-3.1286291529893e-10,NA,9.3043174195874e-06,NA,NA,NA,NA,NA,NA,11,26511.9886132918,-53001.9744054679,85.0271541431212,3.39349882387113e-19
"312",0.904217788328416,9.8456995597603e-06,4.02564008839183e-05,1.6135951892385e-05,NA,8.0289904402991e-05,-0.0628102353272977,NA,NA,-5.98383460455162e-09,NA,NA,NA,NA,NA,NA,NA,11,26511.9765126445,-53001.9502041733,85.051355437754,3.35268273999506e-19
"16942",1.04940993911892,2.17804167316726e-08,NA,2.00773687775229e-05,-2.88078892333433e-09,NA,-0.235873105290939,NA,NA,NA,1.21234758180885e-05,NA,NA,NA,NA,1.4444299375522e-05,NA,11,26511.9188465529,-53001.8348719902,85.1666876208837,3.16481547354009e-19
"2616",1.0420733685307,5.6486571755806e-07,-1.27919822360032e-06,1.51327545314428e-05,NA,-1.10694231383006e-05,-0.183643518651685,NA,NA,NA,9.00621131867731e-06,NA,5.49647698658496e-08,NA,NA,NA,NA,12,26512.9089338847,-53001.8145336881,85.1870259229545,3.13279507307454e-19
"38967",1.05612334086371,NA,-3.38726332992715e-05,1.42981861723314e-05,NA,-1.26298980304286e-05,-0.0830152806555981,NA,NA,NA,NA,NA,5.89694463662705e-08,8.34110514756345e-05,NA,NA,-2.70962121817876e-06,12,26512.886325503,-53001.7693169247,85.2322426863393,3.06276229322188e-19
"60",0.984511280165284,4.39407420951872e-06,4.19104233278899e-05,NA,4.5074427812082e-09,5.20888893221937e-06,-0.0617272122253206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26510.8849095418,-53001.767468179,85.2340914320885,3.05993246694557e-19
"21544",0.998744501729701,4.69705828883503e-06,-3.4336937652809e-05,-4.14138908387089e-06,NA,NA,-0.0875600762547775,NA,NA,NA,NA,5.76192714669428e-08,NA,7.14014831046567e-05,NA,1.1032391111741e-05,NA,12,26512.6525013976,-53001.3016687139,85.6998908971509,2.42417949259017e-19
"4159",1.03967024159889,NA,1.45650891280767e-05,2.32223346795978e-05,-2.62024129699897e-09,1.14359216971452e-06,-0.0817115599289959,NA,NA,NA,NA,NA,NA,7.36479626453126e-05,NA,NA,NA,11,26511.4107927547,-53000.8187643939,86.1827952172098,1.90415997540295e-19
"16432",0.963673022600328,5.51536455049586e-06,4.01396913854341e-05,2.13608766305708e-05,-2.85329941755043e-09,NA,-0.0686782417843542,NA,NA,NA,NA,NA,NA,NA,NA,9.37299578963048e-06,NA,11,26511.3631170249,-53000.7234129341,86.2781466769811,1.81550782804718e-19
"32829",1.04173968731957,NA,NA,2.42643082637651e-05,-2.76684789596236e-09,2.82586010778513e-06,-0.0618005066106407,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.59587851666608e-06,10,26510.113943281,-53000.2255356574,86.7760239536365,1.41542039416651e-19
"32827",1.04218462393047,NA,4.33775686682187e-05,NA,4.33085664617361e-09,5.0798154019623e-06,-0.0613738269991031,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.69469856961353e-06,10,26509.9693146958,-52999.936278487,87.0652811240216,1.22482502875863e-19
"12343",1.04416842040038,NA,1.45597938142063e-05,1.37471150379997e-05,NA,1.14646328462111e-06,-0.0816917940305685,NA,NA,NA,NA,NA,NA,7.395634739618e-05,8.84956763877951e-10,NA,NA,11,26510.8317431072,-52999.6606650988,87.3408945122937,1.06714974653594e-19
"20536",0.972405024291757,5.55217673763995e-06,1.48165942133759e-05,1.26102282488001e-05,NA,3.33323666065576e-06,-0.0858935503846598,NA,NA,NA,NA,NA,NA,6.89463543125995e-05,NA,9.08611033242225e-06,NA,12,26511.6627994191,-52999.3222647568,87.6792948542352,9.01037082675482e-20
"2111",1.04444865829772,NA,-1.40083927748838e-06,2.21595418570055e-05,-2.63674842652429e-09,-1.36726890431417e-05,-0.0628401698779837,NA,NA,NA,NA,NA,5.65406665578556e-08,NA,NA,NA,NA,11,26510.6389188721,-52999.2750166286,87.7265429824329,8.80000389340948e-20
"18488",0.980142228193341,5.43282979854338e-06,-3.08654271826736e-06,1.09493515109865e-05,NA,-1.15619281574148e-05,-0.0696616702092554,NA,NA,NA,NA,NA,5.69431240679981e-08,NA,NA,1.04678910895052e-05,NA,12,26511.4718302812,-52998.940326481,88.0612331300363,7.44399070494545e-20
"41013",1.04654101993068,NA,NA,1.42965858892739e-05,NA,2.67029557409657e-06,-0.0618671368576404,NA,NA,NA,NA,NA,NA,NA,9.1133883149828e-10,NA,-4.16085120564994e-06,10,26509.429715603,-52998.8570803015,88.1444793096016,7.14050855733563e-20
"17062",1.06069791966002,-5.3219085329854e-07,NA,9.29539246987925e-06,NA,NA,-0.236805496467986,NA,1.6231162358146e-10,NA,1.21708610078187e-05,NA,NA,NA,NA,1.49239177209591e-05,NA,11,26510.3416543242,-52998.6804875328,88.3210720782299,6.5370606073433e-20
"6195",1.06655795914405,NA,-3.61739533455967e-05,NA,NA,-9.79394709367117e-06,-0.0839199393060418,NA,NA,NA,NA,NA,7.008290202883e-08,8.44152014428085e-05,NA,NA,NA,10,26509.2261642222,-52998.4499775398,88.551582071239,5.82542885264794e-20
"1128",0.922769797279402,8.95914771418497e-06,0.0002566558715225,7.4869133773255e-06,NA,NA,-0.061851063158955,-1.71834316485535e-08,NA,NA,NA,3.16517499255413e-08,NA,NA,NA,NA,NA,11,26510.0805735038,-52998.158325892,88.8432337190898,5.03496611163361e-20
"10295",1.0487881104197,NA,-1.18433725110174e-06,1.37985475088561e-05,NA,-1.32643473771442e-05,-0.0632643867727888,NA,NA,NA,NA,NA,5.64625035336473e-08,NA,2.83116673657689e-10,NA,NA,11,26509.9686149301,-52997.9344087446,89.0671508664964,4.50166902242879e-20
"108",0.896315432520423,1.07796285813623e-05,0.000442133653053089,NA,4.59367303702517e-09,NA,-0.0615820729165867,-2.82731352718569e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26508.9525156024,-52997.9026803003,89.0988793107754,4.43081703683568e-20
"4712",0.947537235514333,6.91690740916876e-06,0.000363008363532666,1.64555405036799e-05,NA,NA,-0.184440853140725,-2.42983572476652e-08,NA,NA,8.01758248212981e-06,NA,NA,5.7764512191369e-05,NA,NA,NA,12,26510.8697727326,-52997.7362113839,89.2653482271562,4.07695155622481e-20
"17455",1.05070462173442,NA,-6.74727649657712e-06,1.12949116172636e-06,-2.14567480042161e-09,NA,-0.0703761052318074,NA,NA,NA,NA,5.78823893016649e-08,NA,NA,NA,1.09482190682675e-05,NA,11,26509.8580467227,-52997.7132723298,89.2882872812334,4.03045798941139e-20
"16552",0.971887787973712,5.17721264674705e-06,4.04122959757396e-05,1.24497659361826e-05,NA,NA,-0.0689310267246475,NA,2.40741130828842e-11,NA,NA,NA,NA,NA,NA,9.79955077456441e-06,NA,11,26509.7977240757,-52997.5926270357,89.4089325753594,3.79451790094464e-20
"21559",1.06030951092138,NA,-3.51060092504242e-05,-5.90232673442223e-06,NA,2.09334332501832e-06,-0.0884874623721494,NA,NA,NA,NA,5.99288908451514e-08,NA,7.2460455927407e-05,NA,1.05819731847199e-05,NA,12,26510.6915840903,-52997.3798340992,89.6217255118536,3.41153009615808e-20
"6203",1.06403898488583,NA,-3.42390541463536e-05,NA,3.99233798471001e-09,-1.22183170566711e-05,-0.0844526627800925,NA,NA,NA,NA,NA,6.10658311651057e-08,8.38898041999081e-05,NA,NA,NA,11,26509.6222573905,-52997.2416936654,89.7598659456926,3.18384849075189e-20
"53303",1.04383928163722,NA,1.65584439752499e-05,1.12074364405736e-05,NA,5.75350862153114e-06,-0.0835596032905463,NA,NA,NA,NA,NA,NA,6.93102976396322e-05,NA,1.0532373304432e-05,-1.08473593384243e-05,12,26510.4236727376,-52996.8440113939,90.1575482171684,2.6097372520364e-20
"32817",1.0563000064469,NA,NA,NA,NA,1.06121063114914e-05,-0.0618679810567547,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4757896595345e-06,8,26506.1607670004,-52996.3199952598,90.68156435126,2.00820538407212e-20
"51255",1.05023333361097,NA,-1.22426187993691e-06,9.64881320300484e-06,NA,-9.660638766964e-06,-0.0675562892654112,NA,NA,NA,NA,NA,5.6881115972736e-08,NA,NA,1.16573658270006e-05,-9.43465890784549e-06,12,26510.1497525106,-52996.2961709398,90.7053886712674,1.98442523786868e-20
"822",0.968347072097891,5.92497122607761e-06,NA,1.67933618358529e-05,NA,7.84270408667729e-05,-0.183131593673496,NA,NA,-5.81612823129114e-09,8.86635433681242e-06,NA,NA,NA,NA,NA,NA,11,26508.999555711,-52995.9962903063,91.0052693047473,1.70811257353751e-20
"20584",0.882784938757559,1.19286499234983e-05,0.000399984654652808,1.26927734332597e-05,NA,NA,-0.0834964121778437,-2.69743120598831e-08,NA,NA,NA,NA,NA,5.93987993356679e-05,NA,9.44603144282742e-06,NA,12,26509.9081895868,-52995.8130450921,91.1885145189226,1.55856635524644e-20
"546",1.11013253431815,-3.52391820055498e-06,NA,NA,NA,NA,-0.186544224645312,NA,NA,NA,9.15275700792703e-06,NA,NA,NA,NA,NA,NA,8,26505.8870650275,-52995.772591314,91.2289682971023,1.52735809346929e-20
"36920",0.974184634105653,5.2474134962003e-06,1.28977155222649e-05,1.62502085001989e-05,NA,4.60983247810766e-06,-0.0798024661956607,NA,NA,NA,NA,NA,NA,7.37185045278985e-05,NA,NA,-3.59885100547546e-06,12,26509.874985347,-52995.7466366127,91.2549229983561,1.5076650898408e-20
"64",0.959245489649737,5.58972735227697e-06,3.98387350975462e-05,2.51641230897052e-05,-2.99553270656258e-09,2.6124200172952e-06,-0.0624125111787907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26508.8423491201,-52995.6818771245,91.3196824865299,1.45962917227789e-20
"33336",1.03381865734282,3.36064132437657e-07,4.06456827423739e-05,1.61872130727864e-05,NA,1.17943017108177e-06,-0.199286634609122,NA,NA,NA,1.00451972648706e-05,NA,NA,NA,NA,NA,5.6103832379911e-06,12,26509.7271576548,-52995.4509812282,91.5505783828557,1.30048134810129e-20
"50",1.02042822232576,2.74863727838876e-06,NA,NA,NA,1.04622042118759e-05,-0.0628214295673902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26505.6683104708,-52995.3350822006,91.6664774105084,1.22726111393205e-20
"570",1.05125710791458,3.27171006350604e-07,NA,NA,4.69017411783489e-09,5.56023180810944e-06,-0.185390723332461,NA,NA,NA,9.09871161289758e-06,NA,NA,NA,NA,NA,NA,10,26507.5727255544,-52995.1431002041,91.858459406918,1.11493259667739e-20
"5176",0.991893123572961,4.86526402786033e-06,-3.249687322951e-05,1.20396604066349e-06,NA,3.5432635900556e-06,-0.0815563764318154,NA,NA,NA,NA,5.26107185949379e-08,NA,7.68567732519227e-05,NA,NA,NA,12,26509.4084136112,-52994.8134931411,92.1880664700002,9.45530077794902e-21
"1072",0.981700256812566,4.82610918619318e-06,-1.98358238071579e-06,1.11203635302129e-05,-2.93952775577073e-09,NA,-0.0621200631141765,NA,NA,NA,NA,4.9904574823368e-08,NA,NA,NA,NA,NA,11,26508.3701440203,-52994.737466925,92.2640926860695,9.10262110069536e-21
"16447",1.03486760772279,NA,4.19923547840817e-05,1.88380757588309e-05,-2.35438447035401e-09,1.11021547041269e-06,-0.0688336685517918,NA,NA,NA,NA,NA,NA,NA,NA,8.85790065755732e-06,NA,11,26508.3302977905,-52994.6577744655,92.3437851456038,8.74704715422307e-21
"24631",1.04080263143859,NA,4.20199044960425e-05,7.49163486146101e-06,NA,3.26706337123239e-07,-0.0693474172226829,NA,NA,NA,NA,NA,NA,NA,2.07683850351403e-09,9.84161555262016e-06,NA,11,26508.1977923117,-52994.3927635078,92.6087961032827,7.66152229078375e-21
"4652",1.06154170254413,-6.69595501186081e-07,1.85136298740698e-05,NA,4.69183290738136e-09,NA,-0.194618369900373,NA,NA,NA,8.60878283485986e-06,NA,NA,6.56478529965424e-05,NA,NA,NA,11,26508.1117231266,-52994.2206251375,92.7809344735215,7.02968229015462e-21
"112",0.860198657190609,1.25883870229814e-05,0.000452946775139945,2.63752708280628e-05,-3.37676889978968e-09,NA,-0.0616441196065905,-2.92036699231201e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26508.0877374144,-52994.1726537133,92.8289058977971,6.86307642200587e-21
"8248",0.962261094475452,5.54412821140219e-06,4.01151938434815e-05,1.81779637571423e-05,NA,3.85420210226174e-06,-0.0623859949855478,NA,NA,NA,NA,NA,NA,NA,-1.0135039479787e-09,NA,NA,11,26508.0051373553,-52994.0074535949,92.9941060161436,6.3189669660245e-21
"4132",1.04612698523987,6.72617811891816e-07,2.30095244775488e-05,NA,NA,NA,-0.0802786223906634,NA,NA,NA,NA,NA,NA,7.21103147763337e-05,NA,NA,NA,9,26505.9239198622,-52993.8459162776,93.1556433334554,5.82865972653082e-21
"34872",0.980857494004046,5.07822260348038e-06,-2.36018764634602e-06,1.51309896469083e-05,NA,-1.08108021026112e-05,-0.0617093556474118,NA,NA,NA,NA,NA,5.57728406971474e-08,NA,NA,NA,-1.44331515028282e-06,12,26508.7349881736,-52993.4666422659,93.5349173451395,4.82181337195295e-21
"548",1.10246091939748,-3.99625346150537e-06,5.00521686264261e-05,NA,NA,NA,-0.187480610726119,NA,NA,NA,9.31209785295348e-06,NA,NA,NA,NA,NA,NA,9,26505.7247095504,-52993.4474956541,93.5540639570172,4.77587292918276e-21
"32819",1.04361401145827,NA,4.90615836992021e-05,NA,NA,1.02415828158845e-05,-0.0610704736393473,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4251512108146e-06,9,26505.5238424426,-52993.0457614383,93.9557981727776,3.90676498408465e-21
"1592",1.0445799608467,3.71666784424862e-07,-1.07300293077135e-06,2.06639589940705e-06,NA,3.51307625153073e-06,-0.183520316258089,NA,NA,NA,9.01416246530217e-06,4.95097527754344e-08,NA,NA,NA,NA,NA,12,26508.4312158366,-52992.8590975919,94.1424620192047,3.55863747024288e-21
"16944",1.04681659929335,-5.81848125055589e-07,4.0894667936855e-05,1.89836042677002e-05,-2.76659541332336e-09,NA,-0.237376150166579,NA,NA,NA,1.22983800628855e-05,NA,NA,NA,NA,1.46305586526213e-05,NA,12,26508.2668972869,-52992.5304604924,94.4710991186948,3.01940317830824e-21
"16694",0.907383772463686,1.05906371355733e-05,NA,1.28994175781504e-05,NA,7.99264343733848e-05,-0.0701939038181995,NA,NA,-5.93531782901811e-09,NA,NA,NA,NA,NA,9.71796641859292e-06,NA,11,26507.2011416083,-52992.399462101,94.6020975100182,2.82797241323213e-21
"49208",0.965925233178172,5.48239933998876e-06,4.02705928649648e-05,1.15480777822448e-05,NA,7.09330038136082e-06,-0.066401930176479,NA,NA,NA,NA,NA,NA,NA,NA,1.17586949207264e-05,-1.02375160177564e-05,12,26508.1964451323,-52992.3895561833,94.612003427741,2.8140002126392e-21
"184",0.96278959658546,5.58543252280379e-06,4.01588876051877e-05,1.8738559398522e-05,NA,3.18947654887952e-06,-0.0623737234767301,NA,-1.95628847323647e-10,NA,NA,NA,NA,NA,NA,NA,NA,11,26507.1720006106,-52992.3411801056,94.6603795054834,2.74675165021184e-21
"1192",0.972016813179209,5.91714263011257e-06,-4.01687738367273e-06,1.49327517593896e-05,NA,NA,-0.0626786534744988,NA,-1.04302291421911e-09,NA,NA,5.30420297015427e-08,NA,NA,NA,NA,NA,11,26507.0910413232,-52992.1792615309,94.8222980802093,2.53314017250758e-21
"37943",1.05646188942444,NA,-3.2590850589723e-05,-1.84074112863963e-08,NA,3.39946690750376e-06,-0.0814840620633769,NA,NA,NA,NA,5.43339043235936e-08,NA,7.76058095660384e-05,NA,NA,-3.5587853653499e-06,12,26508.0616094166,-52992.1198847518,94.8816748593017,2.45904070967836e-21
"49718",1.049755369251,1.77707855796638e-07,NA,1.07819970850293e-05,NA,4.21332359131729e-06,-0.234337505203884,NA,NA,NA,1.20274539781553e-05,NA,NA,NA,NA,1.51853645539834e-05,-1.6667947732921e-06,12,26507.9842250339,-52991.9651159864,95.0364436246746,2.27592584804929e-21
"52",1.01361547262365,2.26596300982739e-06,4.83834479878618e-05,NA,NA,9.9188124930716e-06,-0.0616697831527516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26504.8196678198,-52991.6374121928,95.3641474182732,1.93196001419718e-21
"17464",0.984122907826644,5.18277545833936e-06,-7.60729038199444e-06,-4.77477712469436e-06,NA,3.57531957343453e-06,-0.0698226666365735,NA,NA,NA,NA,5.69627029385143e-08,NA,NA,NA,1.18203132034965e-05,NA,12,26507.8096941467,-52991.616054212,95.3855053990264,1.9114384018726e-21
"32831",1.03181481838634,NA,4.17073862732156e-05,2.34052408571012e-05,-2.68143976123382e-09,2.75317851312734e-06,-0.0613174288508656,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.56914518350847e-06,11,26506.7405863903,-52991.4783516649,95.5232079461566,1.78426180495838e-21
"22056",1.07691814232632,-1.05857685167606e-06,-2.90584514888963e-05,-6.26949313391189e-06,NA,NA,-0.245334289323888,NA,NA,NA,1.16976794847727e-05,5.78836073885408e-08,NA,5.83642654121299e-05,NA,1.61705349786272e-05,NA,13,26508.6615401814,-52991.3191905597,95.6823690513847,1.64777224722107e-21
"4216",0.879686945971795,1.18756643760391e-05,0.000389962811382137,1.59952395399975e-05,NA,3.25547728254815e-06,-0.0779537741325502,-2.6420034722431e-08,NA,NA,NA,NA,NA,6.44779418712578e-05,NA,NA,NA,12,26507.4949196729,-52990.9865052645,96.0150543466079,1.39526111200649e-21
